id,sentence1,sentence2,label
6576,"Torre is a New York Times , USA today , Wall Street Journal and Amazon International Bestseller - Novelist .","Torre is a Wall Street Journal , USA Today , New York Times and Amazon International bestselling novelist .",1
7118,The Galle Face Hotel Group is now a part of Ceylon Hotels Corporation .,The Galle Face Hotel Group is now part of the Ceylon Hotels Corporation .,1
1079,"The Meissner effect was given a phenomenological explanation by the brothers Fritz and Heinz London , who showed that the electromagnetic free energy in a superconductor is minimized provided","The Meissen effect was minimized , provided that the brothers Fritz and Heinz London showed a phenomenological explanation that the electromagnetic free energy is given in a superconductor .",0
3521,"The Armenian Embassy in China also covers South Korea , Vietnam , and Singapore .","Armenian Embassy in China also covers South Korea , Vietnam and Singapore .",1
1164,Pedro Luís Neves is a Portuguese modern composer of classical music and author of several other genres .,Luís Neves is a Portuguese modern composer of classical music and author of several other genres .,1
6578,"He was trained by Rachel Ostheimer and driven by Raoul Ostheimer , who was deaf .","He was trained by Raoul Ostheimer and was driven by Rachel Ostheimer , who was deaf .",0
3833,"Out of my slender savings I gave enough for the train fare to Genoa and back , took my measurements , and handed over the 600 lire .","Of my low savings , I gave enough for the train to Genoa and back , took my measurements and handed over the 600 lire .",1
5442,They are high built of concrete with small stone blocks .,"They are small , built of concrete with high blocks of stone .",0
80,The application of the term `` controversial '' to asylum seekers is illegal .,The application of the term ‘ illegal ’ to asylum seekers is controversial .,0
2586,Perth and North Perthshire replaced part of the North Tayside constituency and part of the Perth constituency .,Perth and North Perthshire replaced a part of the constituency of North Tayside and part of the Perth constituency .,1
6907,"Hutton has two sons , Thomas and Nicholas Hutton , who have divorced from Alasdair Hutton , the former MEP , and her hobbies include gardening and chamber music .","Hutton has two sons , Alasdair Hutton and Nicholas Hutton , who have divorced from Thomas , the former MEP , and her hobbies include gardening and chamber music .",0
6817,"Kurt Treu ( 15 September 1928 in Karja , Saare County , Estonia -- 6 June 1991 in Vienna , Austria ) , was a German classical philologist .","Kurt Treu ( born September 15 , 1928 in Karja , Saare County , Estonia -- June 6 , 1991 in Vienna , Austria ) was a German classical philologist .",1
4510,The house was designed by James Paine and was built by William Booth .,The house was built by James Paine and designed by William Booth .,0
7166,"In 1986 , he launched the European Single European Act for Luxembourg , which signs the European single market .","In 1986 , he signed the European Single European Act for Luxembourg , which launched the European internal market .",0
5926,"It is written by Static Major and Timothy Mosley , and produced by Timbaland .","It was written by Static Major and Timothy Mosley , and produced by Timbaland .",1
4596,"Although Huggins hoped to be selected as Ned Hanlon 's successor as Cincinnati 's manager after the 1907 season , the Reds instead went with John Ganzel .","Although Huggins hoped to be elected as Cincinnati 's manager after the 1907 season as the successor of Ned Hanlon , the reds went with John Ganzel instead .",1
1791,"On 28 May 2011 , a leadership was chosen to replace Dennis Fentie , Darrell Pasloski was elected after only one ballot .","On May 28 , 2011 , a leadership was chosen to replace Darrell Pasloski , and Dennis Fentie was elected after only one election .",0
1787,"From 1957 to 1971 , the ER2 was built in Birmingham , and in 1966 Port Elizabeth changed to the three series .",From 1957 to 1971 the ER2 was built in Port Elizabeth . Birmingham switched to the series three in 1966 .,0
1570,"In 1986 , he signed the European Single European Act for Luxembourg , which launched the European internal market .","In 1986 , he launched the European Single Act for Luxembourg , which has signed the European internal market .",0
1738,A SAML identity provider manages a Single Sign On Service Endpoint that receives authentication requests from service providers .,A SAML identity provider manages a Single Sign-On Service endpoint that receives authentication requests from service providers .,1
2252,"Christopher Llewellyn ( born Christopher Griffiths ) is an actor , best known for his role as Logan in the 2002 film `` Where Were We ... '' .",Christopher Llewellyn ( born Christopher Griffiths ) is an actor who became known for his role as a logan in the film '' Where Were We ... `` ( 2002 ) '' .,1
4889,"Particularly popular among readers of `` Pravda '' are the unique hiking maps , school and road maps , Pravda Pocket Guides , useful memo cards or calendars .","Particularly popular among `` Pravda 's '' readers are the useful hiking maps , school maps and road maps , Pravda Pocket Guides , unique memo cards or calendars .",0
1026,"In the 1999 NatWest Trophy , the Kent Cricket Board was represented against the Worcestershire Cricket Board in a single List A game .",Barfoot represented the Kent Cricket Board in a single List A match against the Worcestershire Cricket Board in the 1999 NatWest Trophy .,1
1955,"Until 1976 , Hunt returned to Venice , California , when he moved to New York .","Hunt returned to New York until he moved to Venice in 1976 , California .",0
3613,"Oviñana is one of three parishes ( administrative districts ) in Asturias , a municipality in the province and autonomous community of Sobrescobio , northern Spain .","Oviñana is one of three parishes ( administrative divisions ) in Asturias , a municipality within the province and autonomous community of Sobrescobio , in northern Spain .",1
1563,On a scale of 0 ( very clean ) to 10 ( highly corrupt ) marked the Zimbabwe 2.0 corruption perception index .,"On a scale of 0 ( very clean ) to 10 ( highly corrupt ) , the Corruption Perceptions Index marked Zimbabwe 2.0 .",1
5778,List of successful German U-boats contains lists of the most successful U-boats in the two World Wars based on total tonnage .,List of successful U boats contains lists of the most successful German U-boats in the two world wars based on total tonnage .,0
6290,The next segment of A4 will connect Štip ( A3 junction ) via Radoviš and Strumica to the border with Bulgaria near Novo Selo .,The next A4 segment will connect Štip ( A3 junction ) via Radoviš and Novo Selo with the border to Bulgaria at Strumica .,0
7467,"As an extension , the broad stairs are often used with the pink tower to allow the child to make many designs .","As an extension , the broad staircases are often used with the pink tower to allow the child to make many designs .",1
1331,"The Sun Sun Quan wiped Ling Tong 's tears and said : `` Gongji , let the dead go .","Ling Tong wiped Sun Quan 's tears and said : `` Gongji '' , let the dead walk .",0
6763,"It is included in the Biddeford , Maine-Portland-South Portland Metropolitan New England City and urban area .","It is included in the Biddeford , Maine-Portland-South Portland metropolitan New England City and Town Area .",1
7879,"Oil prices also dropped as a result of the closure of Japanese refineries , despite the ongoing violence in Libya and expected demonstrations in Saudi Arabia .","Oil prices also fell as a result of the closure of Japanese refineries , despite the continued violence in Libya and expected demonstrations in Saudi Arabia .",1
5723,"Lielbērze is a village in Latvia and the Dobele municipality in the historic region of Zemgale , and the Zemgale Planning Region in Auri Parish .",Lielbērze is a village in the municipality of Auri and Dobele municipality in the historical region Zemgale and the Zemgale Planning Region in Latvia .,0
2021,"Opened in 1863 , Woodlawn is located in the Hyde Park neighborhood south of the University of Chicago .","Opened in 1863 , Woodlawn is located in the Hyde Park district south of the University of Chicago .",1
150,He is also the brother of the author Alison Gordon and the grandson of writer Ralph Connor .,He is also the brother of the novelist Ralph Connor and the grandson of the writer Alison Gordon .,0
5328,"Ben Gage was the pianist , and Paulena Carter was a singer and the announcer .","The pianist was Ben Ben Gage , and Paulena Carter was a singer and announcer .",1
5156,At the Sony Ericsson Open 2010 he defeated Novak Djokovic and in 2007 the title and second seed of Richard Gasquet .,At the 2010 Sony Ericsson Open he defeated Novak Djokovic and the 2007 titlist and second seed Richard Gasquet .,1
7786,"The Green Park Stadium -- formerly known as the Modi Stadium -- is a cricket ground in Kanpur , India .","The Modi Stadium -- formerly known as Green Park Stadium -- is a cricket ground in Kanpur , India .",0
1733,Marcos Ondruska and Jack Waite won the final against Jonas Björkman and Brett Steven at a Walkover .,Marcos Ondruska and Jack Waite won the final on a walkover against Jonas Björkman and Brett Steven .,1
971,It was selected at the 7th Yokohama Film Festival as the 19th best film .,It was chosen as the 19th best film at the 7th Yokohama Film Festival .,1
2339,"Laura Camaur ( January 5 , 1913 - September 13 , 1984 ) , known by the artist name Laura Solari , was an Italian actress .","Laura Solari ( 5 January , 1913 -- 13 September , 1984 ) , known by the stage name Laura Camaur , was an Italian film actress .",0
1264,"Originally named `` Brownsville '' , it was forced to change its name because that name was used for a city in Linn County .","Originally named `` Linn County '' , it was forced to change its name because that name was being used for a city in Brownsville .",0
170,The Gulf Coast box turtle can be found along the Gulf of Mexico from the state of Louisiana to the state of Florida .,The Gulf Coast Box tortoise can be found along the Gulf of Mexico from the state of Florida to the state of Louisiana .,0
4551,"Instead , Decoux 'apos , army commander General Eugene Mordant became the delegate of the Provisional Government and head of all resistance and underground activities in Indochina .","Instead Decoux 's army commander General Eugene Mordant , secretly became the Provisional Government 's delegate and the head of all resistance and underground activities in Indochina .",1
